image,prompt_id,item_id,type,verdict
v247_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s4,attribute,no
v247_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s7,attribute,yes
v247_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s8,style,yes
v247_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s9,text,no
v247_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s2,spatial,yes
v247_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s5,attribute,yes
v247_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s3,attribute,no
v247_10_multi_character_classroom_collaboration_chatgpt.png,multi_character_classroom_collaboration_chatgpt,s2,attribute,yes
v247_10_multi_character_classroom_collaboration_chatgpt.png,multi_character_classroom_collaboration_chatgpt,s5,style,yes
v247_10_multi_character_classroom_collaboration_chatgpt.png,multi_character_classroom_collaboration_chatgpt,s6,style,yes
v247_10_multi_character_classroom_collaboration_chatgpt.png,multi_character_classroom_collaboration_chatgpt,s1,count,yes
v247_10_multi_character_classroom_collaboration_chatgpt.png,multi_character_classroom_collaboration_chatgpt,s7,attribute,yes
v247_10_multi_character_classroom_collaboration_chatgpt.png,multi_character_classroom_collaboration_chatgpt,s3,attribute,yes
v247_10_multi_character_classroom_collaboration_chatgpt.png,multi_character_classroom_collaboration_chatgpt,s4,spatial,yes
v247_11_multi_character_classroom_collaboration_qwen.png,multi_character_classroom_collaboration_qwen,s1,count,yes
v247_11_multi_character_classroom_collaboration_qwen.png,multi_character_classroom_collaboration_qwen,s6,attribute,yes
v247_11_multi_character_classroom_collaboration_qwen.png,multi_character_classroom_collaboration_qwen,s4,count,yes
v247_11_multi_character_classroom_collaboration_qwen.png,multi_character_classroom_collaboration_qwen,s7,style,yes
v247_11_multi_character_classroom_collaboration_qwen.png,multi_character_classroom_collaboration_qwen,s2,attribute,yes
v247_11_multi_character_classroom_collaboration_qwen.png,multi_character_classroom_collaboration_qwen,s5,text,yes
v247_11_multi_character_classroom_collaboration_qwen.png,multi_character_classroom_collaboration_qwen,s3,attribute,yes
v247_12_intergenerational_indoor_scene_claude.png,intergenerational_indoor_scene_claude,s7,attribute,yes
v247_12_intergenerational_indoor_scene_claude.png,intergenerational_indoor_scene_claude,s6,attribute,yes
v247_12_intergenerational_indoor_scene_claude.png,intergenerational_indoor_scene_claude,s10,text,yes
v247_12_intergenerational_indoor_scene_claude.png,intergenerational_indoor_scene_claude,s5,spatial,yes
v247_12_intergenerational_indoor_scene_claude.png,intergenerational_indoor_scene_claude,s4,attribute,yes
v247_12_intergenerational_indoor_scene_claude.png,intergenerational_indoor_scene_claude,s2,spatial,yes
v247_12_intergenerational_indoor_scene_claude.png,intergenerational_indoor_scene_claude,s3,attribute,yes
v247_12_intergenerational_indoor_scene_claude.png,intergenerational_indoor_scene_claude,s8,spatial,yes
v247_12_intergenerational_indoor_scene_claude.png,intergenerational_indoor_scene_claude,s9,attribute,yes
v247_12_intergenerational_indoor_scene_claude.png,intergenerational_indoor_scene_claude,s1,count,yes
v247_13_intergenerational_indoor_scene_chatgpt.png,intergenerational_indoor_scene_chatgpt,s2,spatial,yes
v247_13_intergenerational_indoor_scene_chatgpt.png,intergenerational_indoor_scene_chatgpt,s8,style,yes
v247_13_intergenerational_indoor_scene_chatgpt.png,intergenerational_indoor_scene_chatgpt,s7,attribute,yes
v247_13_intergenerational_indoor_scene_chatgpt.png,intergenerational_indoor_scene_chatgpt,s4,spatial,yes
v247_13_intergenerational_indoor_scene_chatgpt.png,intergenerational_indoor_scene_chatgpt,s3,attribute,yes
v247_13_intergenerational_indoor_scene_chatgpt.png,intergenerational_indoor_scene_chatgpt,s6,attribute,yes
v247_13_intergenerational_indoor_scene_chatgpt.png,intergenerational_indoor_scene_chatgpt,s1,count,yes
v247_13_intergenerational_indoor_scene_chatgpt.png,intergenerational_indoor_scene_chatgpt,s5,attribute,yes
v247_14_intergenerational_indoor_scene_qwen.png,intergenerational_indoor_scene_qwen,s2,attribute,yes
v247_14_intergenerational_indoor_scene_qwen.png,intergenerational_indoor_scene_qwen,s4,spatial,yes
v247_14_intergenerational_indoor_scene_qwen.png,intergenerational_indoor_scene_qwen,s1,count,yes
v247_14_intergenerational_indoor_scene_qwen.png,intergenerational_indoor_scene_qwen,s8,style,yes
v247_14_intergenerational_indoor_scene_qwen.png,intergenerational_indoor_scene_qwen,s7,attribute,yes
v247_14_intergenerational_indoor_scene_qwen.png,intergenerational_indoor_scene_qwen,s3,attribute,yes
v247_14_intergenerational_indoor_scene_qwen.png,intergenerational_indoor_scene_qwen,s5,attribute,yes
v247_14_intergenerational_indoor_scene_qwen.png,intergenerational_indoor_scene_qwen,s6,attribute,yes
v247_15_single_character_cutout_claude.png,single_character_cutout_claude,s2,attribute,yes
v247_15_single_character_cutout_claude.png,single_character_cutout_claude,s1,count,yes
v247_15_single_character_cutout_claude.png,single_character_cutout_claude,s8,style,yes
v247_15_single_character_cutout_claude.png,single_character_cutout_claude,s9,text,no
v247_15_single_character_cutout_claude.png,single_character_cutout_claude,s5,attribute,yes
v247_15_single_character_cutout_claude.png,single_character_cutout_claude,s6,spatial,yes
v247_15_single_character_cutout_claude.png,single_character_cutout_claude,s7,spatial,yes
v247_15_single_character_cutout_claude.png,single_character_cutout_claude,s4,attribute,yes
v247_15_single_character_cutout_claude.png,single_character_cutout_claude,s3,attribute,yes
v247_16_single_character_cutout_chatgpt.png,single_character_cutout_chatgpt,s1,count,yes
v247_16_single_character_cutout_chatgpt.png,single_character_cutout_chatgpt,s2,attribute,yes
v247_16_single_character_cutout_chatgpt.png,single_character_cutout_chatgpt,s3,spatial,yes
v247_16_single_character_cutout_chatgpt.png,single_character_cutout_chatgpt,s5,style,yes
v247_16_single_character_cutout_chatgpt.png,single_character_cutout_chatgpt,s6,attribute,yes
v247_16_single_character_cutout_chatgpt.png,single_character_cutout_chatgpt,s4,style,yes
v247_17_single_character_cutout_qwen.png,single_character_cutout_qwen,s6,spatial,unclear
v247_17_single_character_cutout_qwen.png,single_character_cutout_qwen,s4,attribute,yes
v247_17_single_character_cutout_qwen.png,single_character_cutout_qwen,s5,spatial,yes
v247_17_single_character_cutout_qwen.png,single_character_cutout_qwen,s7,style,yes
v247_17_single_character_cutout_qwen.png,single_character_cutout_qwen,s2,attribute,yes
v247_17_single_character_cutout_qwen.png,single_character_cutout_qwen,s1,count,yes
v247_17_single_character_cutout_qwen.png,single_character_cutout_qwen,s3,attribute,yes
v247_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s7,style,yes
v247_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s1,count,yes
v247_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s6,count,yes
v247_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s9,style,yes
v247_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s8,attribute,no
v247_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s10,text,yes
v247_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s4,count,yes
v247_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s3,count,yes
v247_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s2,attribute,yes
v247_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s5,spatial,yes
v247_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s2,spatial,yes
v247_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s3,text,yes
v247_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s1,attribute,yes
v247_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s6,style,yes
v247_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s7,style,yes
v247_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s5,text,no
v247_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s4,text,no
v247_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s3,text,yes
v247_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s5,style,yes
v247_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s2,spatial,yes
v247_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s1,attribute,yes
v247_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s6,text,no
v247_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s4,text,no
v247_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s3,attribute,yes
v247_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s1,count,no
v247_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s9,text,yes
v247_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s7,style,yes
v247_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s2,spatial,no
v247_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s6,attribute,no
v247_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s4,attribute,no
v247_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s5,attribute,no
v247_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s8,spatial,yes
v247_22_geometric_shape_set_chatgpt.png,geometric_shape_set_chatgpt,s2,spatial,yes
v247_22_geometric_shape_set_chatgpt.png,geometric_shape_set_chatgpt,s1,count,no
v247_22_geometric_shape_set_chatgpt.png,geometric_shape_set_chatgpt,s6,style,yes
v247_22_geometric_shape_set_chatgpt.png,geometric_shape_set_chatgpt,s5,style,yes
v247_22_geometric_shape_set_chatgpt.png,geometric_shape_set_chatgpt,s4,text,unclear
v247_22_geometric_shape_set_chatgpt.png,geometric_shape_set_chatgpt,s3,text,yes
v247_23_geometric_shape_set_qwen.png,geometric_shape_set_qwen,s1,text,yes
v247_23_geometric_shape_set_qwen.png,geometric_shape_set_qwen,s4,spatial,yes
v247_23_geometric_shape_set_qwen.png,geometric_shape_set_qwen,s2,text,yes
v247_23_geometric_shape_set_qwen.png,geometric_shape_set_qwen,s7,style,yes
v247_23_geometric_shape_set_qwen.png,geometric_shape_set_qwen,s6,attribute,yes
v247_23_geometric_shape_set_qwen.png,geometric_shape_set_qwen,s3,count,yes
v247_23_geometric_shape_set_qwen.png,geometric_shape_set_qwen,s5,text,yes
