image_path,image,prompt_id,item_id,type,check
image-prompts/v246_pixart-sigma-lecture24/images/v246_11_multi_character_classroom_collaboration_qwen.png,v246_11_multi_character_classroom_collaboration_qwen.png,multi_character_classroom_collaboration_qwen,s6,attribute,a wooden table and chairs are visible
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_09_multi_character_classroom_collaboration_claude.png,v247_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s6,attribute,one girl on the right is seated in a wheelchair
image-prompts/v249_qwen-image-lecture24/images/v249_09_multi_character_classroom_collaboration_claude.png,v249_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s7,attribute,the children have cheerful/smiling expressions
image-prompts/v246_pixart-sigma-lecture24/images/v246_02_structured_worksheet_template_qwen.png,v246_02_structured_worksheet_template_qwen.png,structured_worksheet_template_qwen,s4,attribute,the pins are different colors from one another
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_17_single_character_cutout_qwen.png,v247_17_single_character_cutout_qwen.png,single_character_cutout_qwen,s4,attribute,the fabric is pink and white checkered
image-prompts/v249_qwen-image-lecture24/images/v249_17_single_character_cutout_qwen.png,v249_17_single_character_cutout_qwen.png,single_character_cutout_qwen,s4,attribute,the fabric is pink and white checkered
image-prompts/v246_pixart-sigma-lecture24/images/v246_02_structured_worksheet_template_qwen.png,v246_02_structured_worksheet_template_qwen.png,structured_worksheet_template_qwen,s7,attribute,"the box interiors are white/empty, not filled with content"
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_03_data_visualization_chart_claude.png,v247_03_data_visualization_chart_claude.png,data_visualization_chart_claude,s4,attribute,"the bars are colored yellow, blue, orange, red, brown, green in left-to-right order"
image-prompts/v249_qwen-image-lecture24/images/v249_14_intergenerational_indoor_scene_qwen.png,v249_14_intergenerational_indoor_scene_qwen.png,intergenerational_indoor_scene_qwen,s5,attribute,the child wears a red hoodie and kneels with their back to the viewer
image-prompts/v246_pixart-sigma-lecture24/images/v246_14_intergenerational_indoor_scene_qwen.png,v246_14_intergenerational_indoor_scene_qwen.png,intergenerational_indoor_scene_qwen,s6,attribute,the child holds a notepad and pencil
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_01_structured_worksheet_template_chatgpt.png,v247_01_structured_worksheet_template_chatgpt.png,structured_worksheet_template_chatgpt,s4,attribute,the pins are differently colored
image-prompts/v249_qwen-image-lecture24/images/v249_07_historical_figure_portrait_chatgpt.png,v249_07_historical_figure_portrait_chatgpt.png,historical_figure_portrait_chatgpt,s3,attribute,the figure wears formal historical-period clothing
image-prompts/v246_pixart-sigma-lecture24/images/v246_15_single_character_cutout_claude.png,v246_15_single_character_cutout_claude.png,single_character_cutout_claude,s5,attribute,the fabric being sewn is pink and white checkered
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_13_intergenerational_indoor_scene_chatgpt.png,v247_13_intergenerational_indoor_scene_chatgpt.png,intergenerational_indoor_scene_chatgpt,s6,attribute,a green-shaded floor lamp is present
image-prompts/v249_qwen-image-lecture24/images/v249_03_data_visualization_chart_claude.png,v249_03_data_visualization_chart_claude.png,data_visualization_chart_claude,s6,attribute,the orange bar is the shortest bar
image-prompts/v246_pixart-sigma-lecture24/images/v246_03_data_visualization_chart_claude.png,v246_03_data_visualization_chart_claude.png,data_visualization_chart_claude,s5,attribute,the blue bar is the tallest bar
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_00_structured_worksheet_template_claude.png,v247_00_structured_worksheet_template_claude.png,structured_worksheet_template_claude,s7,attribute,"the box interiors are white/empty, not filled with content"
image-prompts/v249_qwen-image-lecture24/images/v249_12_intergenerational_indoor_scene_claude.png,v249_12_intergenerational_indoor_scene_claude.png,intergenerational_indoor_scene_claude,s9,attribute,a wooden side table with a potted plant is visible
image-prompts/v246_pixart-sigma-lecture24/images/v246_19_labeled_science_diagram_chatgpt.png,v246_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s1,attribute,"the cell diagram shows membrane, cytoplasm, nucleus, mitochondria, and vacuole"
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_05_data_visualization_chart_qwen.png,v247_05_data_visualization_chart_qwen.png,data_visualization_chart_qwen,s7,attribute,the header section has a beige background
image-prompts/v249_qwen-image-lecture24/images/v249_14_intergenerational_indoor_scene_qwen.png,v249_14_intergenerational_indoor_scene_qwen.png,intergenerational_indoor_scene_qwen,s7,attribute,a green floor lamp and wooden side table with a potted plant appear in the background
image-prompts/v246_pixart-sigma-lecture24/images/v246_03_data_visualization_chart_claude.png,v246_03_data_visualization_chart_claude.png,data_visualization_chart_claude,s6,attribute,the orange bar is the shortest bar
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_05_data_visualization_chart_qwen.png,v247_05_data_visualization_chart_qwen.png,data_visualization_chart_qwen,s4,attribute,"the bars are colored yellow, blue, orange, red, brown, green in that order"
image-prompts/v249_qwen-image-lecture24/images/v249_00_structured_worksheet_template_claude.png,v249_00_structured_worksheet_template_claude.png,structured_worksheet_template_claude,s4,attribute,the pins are different colors from one another
image-prompts/v246_pixart-sigma-lecture24/images/v246_01_structured_worksheet_template_chatgpt.png,v246_01_structured_worksheet_template_chatgpt.png,structured_worksheet_template_chatgpt,s4,attribute,the pins are differently colored
image-prompts/v246_pixart-sigma-lecture24/images/v246_08_historical_figure_portrait_qwen.png,v246_08_historical_figure_portrait_qwen.png,historical_figure_portrait_qwen,s4,spatial,"only the upper body is shown, facing slightly left"
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_02_structured_worksheet_template_qwen.png,v247_02_structured_worksheet_template_qwen.png,structured_worksheet_template_qwen,s5,spatial,the pins are placed along a single horizontal line at the bottom
image-prompts/v249_qwen-image-lecture24/images/v249_00_structured_worksheet_template_claude.png,v249_00_structured_worksheet_template_claude.png,structured_worksheet_template_claude,s6,spatial,each box is connected to exactly one pin by a thin vertical stroke
image-prompts/v246_pixart-sigma-lecture24/images/v246_14_intergenerational_indoor_scene_qwen.png,v246_14_intergenerational_indoor_scene_qwen.png,intergenerational_indoor_scene_qwen,s4,spatial,the elderly woman and man sit together on the same sofa
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_03_data_visualization_chart_claude.png,v247_03_data_visualization_chart_claude.png,data_visualization_chart_claude,s7,spatial,thin horizontal gridlines appear behind the bars
image-prompts/v249_qwen-image-lecture24/images/v249_07_historical_figure_portrait_chatgpt.png,v249_07_historical_figure_portrait_chatgpt.png,historical_figure_portrait_chatgpt,s5,spatial,a flag appears on one side of the figure
image-prompts/v246_pixart-sigma-lecture24/images/v246_01_structured_worksheet_template_chatgpt.png,v246_01_structured_worksheet_template_chatgpt.png,structured_worksheet_template_chatgpt,s2,spatial,the boxes are arranged in two staggered rows above a baseline
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_07_historical_figure_portrait_chatgpt.png,v247_07_historical_figure_portrait_chatgpt.png,historical_figure_portrait_chatgpt,s5,spatial,a flag appears on one side of the figure
image-prompts/v249_qwen-image-lecture24/images/v249_03_data_visualization_chart_claude.png,v249_03_data_visualization_chart_claude.png,data_visualization_chart_claude,s8,spatial,a vertical axis line appears on the left side
image-prompts/v246_pixart-sigma-lecture24/images/v246_12_intergenerational_indoor_scene_claude.png,v246_12_intergenerational_indoor_scene_claude.png,intergenerational_indoor_scene_claude,s8,spatial,a floor lamp with a green shade is behind the sofa
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_00_structured_worksheet_template_claude.png,v247_00_structured_worksheet_template_claude.png,structured_worksheet_template_claude,s5,spatial,the pins are placed along a single horizontal line at the bottom
image-prompts/v249_qwen-image-lecture24/images/v249_03_data_visualization_chart_claude.png,v249_03_data_visualization_chart_claude.png,data_visualization_chart_claude,s7,spatial,thin horizontal gridlines appear behind the bars
image-prompts/v246_pixart-sigma-lecture24/images/v246_06_historical_figure_portrait_claude.png,v246_06_historical_figure_portrait_claude.png,historical_figure_portrait_claude,s2,spatial,only the upper body of the figure is shown
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_00_structured_worksheet_template_claude.png,v247_00_structured_worksheet_template_claude.png,structured_worksheet_template_claude,s6,spatial,each box is connected to exactly one pin by a thin vertical stroke
image-prompts/v249_qwen-image-lecture24/images/v249_20_labeled_science_diagram_qwen.png,v249_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s2,spatial,straight leader lines point to each labeled part
image-prompts/v246_pixart-sigma-lecture24/images/v246_18_labeled_science_diagram_claude.png,v246_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s5,spatial,a cluster of short curved ribbon shapes appears on the left side
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_20_labeled_science_diagram_qwen.png,v247_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s2,spatial,straight leader lines point to each labeled part
image-prompts/v249_qwen-image-lecture24/images/v249_07_historical_figure_portrait_chatgpt.png,v249_07_historical_figure_portrait_chatgpt.png,historical_figure_portrait_chatgpt,s6,spatial,a rolled parchment scroll appears on the other side
image-prompts/v246_pixart-sigma-lecture24/images/v246_01_structured_worksheet_template_chatgpt.png,v246_01_structured_worksheet_template_chatgpt.png,structured_worksheet_template_chatgpt,s9,spatial,"the horizontal gaps between adjacent boxes are visibly similar in width to one another, with no box crowded tightly against a neighbor while others have much wider gaps"
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_06_historical_figure_portrait_claude.png,v247_06_historical_figure_portrait_claude.png,historical_figure_portrait_claude,s6,spatial,"the figure faces slightly to one side, not directly forward"
image-prompts/v249_qwen-image-lecture24/images/v249_10_multi_character_classroom_collaboration_chatgpt.png,v249_10_multi_character_classroom_collaboration_chatgpt.png,multi_character_classroom_collaboration_chatgpt,s4,spatial,a speech bubble appears above each student
image-prompts/v246_pixart-sigma-lecture24/images/v246_02_structured_worksheet_template_qwen.png,v246_02_structured_worksheet_template_qwen.png,structured_worksheet_template_qwen,s6,spatial,each box is connected to exactly one pin by a thin vertical stroke
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_07_historical_figure_portrait_chatgpt.png,v247_07_historical_figure_portrait_chatgpt.png,historical_figure_portrait_chatgpt,s2,spatial,only the upper body is shown
image-prompts/v249_qwen-image-lecture24/images/v249_12_intergenerational_indoor_scene_claude.png,v249_12_intergenerational_indoor_scene_claude.png,intergenerational_indoor_scene_claude,s5,spatial,the child kneels in the foreground with their back to the viewer
image-prompts/v246_pixart-sigma-lecture24/images/v246_00_structured_worksheet_template_claude.png,v246_00_structured_worksheet_template_claude.png,structured_worksheet_template_claude,s2,spatial,the boxes are arranged in two staggered rows
image-prompts/v246_pixart-sigma-lecture24/images/v246_22_geometric_shape_set_chatgpt.png,v246_22_geometric_shape_set_chatgpt.png,geometric_shape_set_chatgpt,s3,text,a section asks students to count sides and corners
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_09_multi_character_classroom_collaboration_claude.png,v247_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s9,text,no text appears in the image
image-prompts/v249_qwen-image-lecture24/images/v249_15_single_character_cutout_claude.png,v249_15_single_character_cutout_claude.png,single_character_cutout_claude,s9,text,no text appears in the image
image-prompts/v246_pixart-sigma-lecture24/images/v246_20_labeled_science_diagram_qwen.png,v246_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s6,text,no text appears other than the labels and title
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_05_data_visualization_chart_qwen.png,v247_05_data_visualization_chart_qwen.png,data_visualization_chart_qwen,s5,text,the y-axis shows numbers from 1 to 12
image-prompts/v249_qwen-image-lecture24/images/v249_11_multi_character_classroom_collaboration_qwen.png,v249_11_multi_character_classroom_collaboration_qwen.png,multi_character_classroom_collaboration_qwen,s5,text,the speech bubbles contain legible Korean text
image-prompts/v246_pixart-sigma-lecture24/images/v246_04_data_visualization_chart_chatgpt.png,v246_04_data_visualization_chart_chatgpt.png,data_visualization_chart_chatgpt,s5,text,the axes are labeled
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_05_data_visualization_chart_qwen.png,v247_05_data_visualization_chart_qwen.png,data_visualization_chart_qwen,s6,text,questions about the most-liked/least-liked toy are present
image-prompts/v249_qwen-image-lecture24/images/v249_09_multi_character_classroom_collaboration_claude.png,v249_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s9,text,no text appears in the image
image-prompts/v246_pixart-sigma-lecture24/images/v246_04_data_visualization_chart_chatgpt.png,v246_04_data_visualization_chart_chatgpt.png,data_visualization_chart_chatgpt,s6,text,numbered comprehension questions are present
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_19_labeled_science_diagram_chatgpt.png,v247_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s5,text,a color key appears at the bottom
image-prompts/v249_qwen-image-lecture24/images/v249_19_labeled_science_diagram_chatgpt.png,v249_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s4,text,short descriptions for each organelle are present
image-prompts/v246_pixart-sigma-lecture24/images/v246_20_labeled_science_diagram_qwen.png,v246_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s4,text,labels for the cell parts are legible
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_04_data_visualization_chart_chatgpt.png,v247_04_data_visualization_chart_chatgpt.png,data_visualization_chart_chatgpt,s6,text,numbered comprehension questions are present
image-prompts/v249_qwen-image-lecture24/images/v249_04_data_visualization_chart_chatgpt.png,v249_04_data_visualization_chart_chatgpt.png,data_visualization_chart_chatgpt,s5,text,the axes are labeled
image-prompts/v246_pixart-sigma-lecture24/images/v246_19_labeled_science_diagram_chatgpt.png,v246_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s5,text,a color key appears at the bottom
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_12_intergenerational_indoor_scene_claude.png,v247_12_intergenerational_indoor_scene_claude.png,intergenerational_indoor_scene_claude,s10,text,no text appears in the image
image-prompts/v249_qwen-image-lecture24/images/v249_04_data_visualization_chart_chatgpt.png,v249_04_data_visualization_chart_chatgpt.png,data_visualization_chart_chatgpt,s4,text,a worksheet title is present
image-prompts/v246_pixart-sigma-lecture24/images/v246_11_multi_character_classroom_collaboration_qwen.png,v246_11_multi_character_classroom_collaboration_qwen.png,multi_character_classroom_collaboration_qwen,s5,text,the speech bubbles contain legible Korean text
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_05_data_visualization_chart_qwen.png,v247_05_data_visualization_chart_qwen.png,data_visualization_chart_qwen,s2,text,"a title reading something like ""bar graphs"" is present"
image-prompts/v249_qwen-image-lecture24/images/v249_20_labeled_science_diagram_qwen.png,v249_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s3,text,"a title reading ""Animal Cell"" (or equivalent) appears at the top"
image-prompts/v246_pixart-sigma-lecture24/images/v246_23_geometric_shape_set_qwen.png,v246_23_geometric_shape_set_qwen.png,geometric_shape_set_qwen,s5,text,a section for counting sides and corners is present
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_23_geometric_shape_set_qwen.png,v247_23_geometric_shape_set_qwen.png,geometric_shape_set_qwen,s5,text,a section for counting sides and corners is present
image-prompts/v249_qwen-image-lecture24/images/v249_18_labeled_science_diagram_claude.png,v249_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s10,text,"no text, letters, or arrows appear anywhere in the image"
image-prompts/v246_pixart-sigma-lecture24/images/v246_03_data_visualization_chart_claude.png,v246_03_data_visualization_chart_claude.png,data_visualization_chart_claude,s9,text,"no numbers, labels, or text appear anywhere in the image"
image-prompts/v246_pixart-sigma-lecture24/images/v246_21_geometric_shape_set_claude.png,v246_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s7,style,shapes have thin black outlines with no fill
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_22_geometric_shape_set_chatgpt.png,v247_22_geometric_shape_set_chatgpt.png,geometric_shape_set_chatgpt,s5,style,outlines are black vector lines
image-prompts/v249_qwen-image-lecture24/images/v249_11_multi_character_classroom_collaboration_qwen.png,v249_11_multi_character_classroom_collaboration_qwen.png,multi_character_classroom_collaboration_qwen,s7,style,the overall style is cartoonish and colorful
image-prompts/v246_pixart-sigma-lecture24/images/v246_06_historical_figure_portrait_claude.png,v246_06_historical_figure_portrait_claude.png,historical_figure_portrait_claude,s9,style,the background is plain white
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_13_intergenerational_indoor_scene_chatgpt.png,v247_13_intergenerational_indoor_scene_chatgpt.png,intergenerational_indoor_scene_chatgpt,s8,style,colors are soft pastel tones
image-prompts/v249_qwen-image-lecture24/images/v249_21_geometric_shape_set_claude.png,v249_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s7,style,shapes have thin black outlines with no fill
image-prompts/v246_pixart-sigma-lecture24/images/v246_16_single_character_cutout_chatgpt.png,v246_16_single_character_cutout_chatgpt.png,single_character_cutout_chatgpt,s4,style,"the background is a flat, solid-color shape with no scenery"
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_22_geometric_shape_set_chatgpt.png,v247_22_geometric_shape_set_chatgpt.png,geometric_shape_set_chatgpt,s6,style,the overall layout resembles a clean printable worksheet
image-prompts/v249_qwen-image-lecture24/images/v249_06_historical_figure_portrait_claude.png,v249_06_historical_figure_portrait_claude.png,historical_figure_portrait_claude,s9,style,the background is plain white
image-prompts/v246_pixart-sigma-lecture24/images/v246_19_labeled_science_diagram_chatgpt.png,v246_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s7,style,the background is white
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_00_structured_worksheet_template_claude.png,v247_00_structured_worksheet_template_claude.png,structured_worksheet_template_claude,s10,style,"the outline strokes are as thick as a bold marker or pen, not a thin 1px hairline"
image-prompts/v249_qwen-image-lecture24/images/v249_20_labeled_science_diagram_qwen.png,v249_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s5,style,the background is white
image-prompts/v246_pixart-sigma-lecture24/images/v246_02_structured_worksheet_template_qwen.png,v246_02_structured_worksheet_template_qwen.png,structured_worksheet_template_qwen,s8,style,the outline strokes are colored solid black rather than gray or another color
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_15_single_character_cutout_claude.png,v247_15_single_character_cutout_claude.png,single_character_cutout_claude,s8,style,"the background is a flat, solid pale blue rounded shape with no scenery"
image-prompts/v249_qwen-image-lecture24/images/v249_07_historical_figure_portrait_chatgpt.png,v249_07_historical_figure_portrait_chatgpt.png,historical_figure_portrait_chatgpt,s7,style,the background is plain white
image-prompts/v246_pixart-sigma-lecture24/images/v246_09_multi_character_classroom_collaboration_claude.png,v246_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s8,style,the classroom background is simple and plain
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_01_structured_worksheet_template_chatgpt.png,v247_01_structured_worksheet_template_chatgpt.png,structured_worksheet_template_chatgpt,s7,style,outlines are thick and black
image-prompts/v249_qwen-image-lecture24/images/v249_19_labeled_science_diagram_chatgpt.png,v249_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s6,style,outlines are black vector lines with grayscale fills
image-prompts/v246_pixart-sigma-lecture24/images/v246_15_single_character_cutout_claude.png,v246_15_single_character_cutout_claude.png,single_character_cutout_claude,s8,style,"the background is a flat, solid pale blue rounded shape with no scenery"
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_17_single_character_cutout_qwen.png,v247_17_single_character_cutout_qwen.png,single_character_cutout_qwen,s7,style,the background is a flat pale blue shape with no gradient
image-prompts/v249_qwen-image-lecture24/images/v249_10_multi_character_classroom_collaboration_chatgpt.png,v249_10_multi_character_classroom_collaboration_chatgpt.png,multi_character_classroom_collaboration_chatgpt,s5,style,colors are soft pastel tones
image-prompts/v246_pixart-sigma-lecture24/images/v246_07_historical_figure_portrait_chatgpt.png,v246_07_historical_figure_portrait_chatgpt.png,historical_figure_portrait_chatgpt,s7,style,the background is plain white
image-prompts/v247_flux2-klein-4b-nf4-lecture24/images/v247_23_geometric_shape_set_qwen.png,v247_23_geometric_shape_set_qwen.png,geometric_shape_set_qwen,s7,style,the worksheet is black and white
image-prompts/v249_qwen-image-lecture24/images/v249_09_multi_character_classroom_collaboration_claude.png,v249_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s8,style,the classroom background is simple and plain
image-prompts/v246_pixart-sigma-lecture24/images/v246_18_labeled_science_diagram_claude.png,v246_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s7,style,outlines are thin and black throughout
