image_path,image,prompt_id,item_id,type,check
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_14_intergenerational_indoor_scene_qwen.png,v244_14_intergenerational_indoor_scene_qwen.png,intergenerational_indoor_scene_qwen,s1,count,exactly 3 people are present
image-prompts/v245_qwen-image-lecture24/images/v245_03_data_visualization_chart_claude.png,v245_03_data_visualization_chart_claude.png,data_visualization_chart_claude,s3,count,"exactly 6 toy icons are present, one centered below each bar"
image-prompts/v243_pixart-sigma-lecture24/images/v243_08_historical_figure_portrait_qwen.png,v243_08_historical_figure_portrait_qwen.png,historical_figure_portrait_qwen,s1,count,exactly one human figure is depicted
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_05_data_visualization_chart_qwen.png,v244_05_data_visualization_chart_qwen.png,data_visualization_chart_qwen,s1,count,exactly 6 bars are present
image-prompts/v245_qwen-image-lecture24/images/v245_18_labeled_science_diagram_claude.png,v245_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s6,count,"exactly two plain empty ovals appear, on the right and lower-left"
image-prompts/v243_pixart-sigma-lecture24/images/v243_15_single_character_cutout_claude.png,v243_15_single_character_cutout_claude.png,single_character_cutout_claude,s1,count,exactly one person is depicted
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_09_multi_character_classroom_collaboration_claude.png,v244_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s1,count,exactly 4 children are present
image-prompts/v245_qwen-image-lecture24/images/v245_18_labeled_science_diagram_claude.png,v245_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s1,count,exactly one large oval cell outline is present
image-prompts/v243_pixart-sigma-lecture24/images/v243_14_intergenerational_indoor_scene_qwen.png,v243_14_intergenerational_indoor_scene_qwen.png,intergenerational_indoor_scene_qwen,s1,count,exactly 3 people are present
image-prompts/v243_pixart-sigma-lecture24/images/v243_09_multi_character_classroom_collaboration_claude.png,v243_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s7,attribute,the children have cheerful/smiling expressions
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_01_structured_worksheet_template_chatgpt.png,v244_01_structured_worksheet_template_chatgpt.png,structured_worksheet_template_chatgpt,s4,attribute,the pins are differently colored
image-prompts/v245_qwen-image-lecture24/images/v245_03_data_visualization_chart_claude.png,v245_03_data_visualization_chart_claude.png,data_visualization_chart_claude,s4,attribute,"the bars are colored yellow, blue, orange, red, brown, green in left-to-right order"
image-prompts/v243_pixart-sigma-lecture24/images/v243_07_historical_figure_portrait_chatgpt.png,v243_07_historical_figure_portrait_chatgpt.png,historical_figure_portrait_chatgpt,s4,attribute,the figure has distinctive facial hair/hairstyle for the period
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_17_single_character_cutout_qwen.png,v244_17_single_character_cutout_qwen.png,single_character_cutout_qwen,s3,attribute,the sewing machine is black with silver accents on a wooden table
image-prompts/v245_qwen-image-lecture24/images/v245_13_intergenerational_indoor_scene_chatgpt.png,v245_13_intergenerational_indoor_scene_chatgpt.png,intergenerational_indoor_scene_chatgpt,s6,attribute,a green-shaded floor lamp is present
image-prompts/v243_pixart-sigma-lecture24/images/v243_08_historical_figure_portrait_qwen.png,v243_08_historical_figure_portrait_qwen.png,historical_figure_portrait_qwen,s2,attribute,"the figure resembles Abraham Lincoln (dark jawline beard, no mustache, no hat)"
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_13_intergenerational_indoor_scene_chatgpt.png,v244_13_intergenerational_indoor_scene_chatgpt.png,intergenerational_indoor_scene_chatgpt,s3,attribute,the child is writing notes on a notepad
image-prompts/v245_qwen-image-lecture24/images/v245_21_geometric_shape_set_claude.png,v245_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s3,attribute,a regular hexagon is present among the shapes
image-prompts/v243_pixart-sigma-lecture24/images/v243_21_geometric_shape_set_claude.png,v243_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s3,attribute,a regular hexagon is present among the shapes
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_14_intergenerational_indoor_scene_qwen.png,v244_14_intergenerational_indoor_scene_qwen.png,intergenerational_indoor_scene_qwen,s2,attribute,"the elderly woman wears a magenta cardigan, gray pants, yellow scarf, and glasses"
image-prompts/v245_qwen-image-lecture24/images/v245_11_multi_character_classroom_collaboration_qwen.png,v245_11_multi_character_classroom_collaboration_qwen.png,multi_character_classroom_collaboration_qwen,s2,attribute,the girl at front-left holds an open booklet showing a park drawing
image-prompts/v243_pixart-sigma-lecture24/images/v243_21_geometric_shape_set_claude.png,v243_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s6,attribute,a regular pentagon is present and distinguishable from the hexagon
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_21_geometric_shape_set_claude.png,v244_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s3,attribute,a regular hexagon is present among the shapes
image-prompts/v245_qwen-image-lecture24/images/v245_14_intergenerational_indoor_scene_qwen.png,v245_14_intergenerational_indoor_scene_qwen.png,intergenerational_indoor_scene_qwen,s5,attribute,the child wears a red hoodie and kneels with their back to the viewer
image-prompts/v243_pixart-sigma-lecture24/images/v243_03_data_visualization_chart_claude.png,v243_03_data_visualization_chart_claude.png,data_visualization_chart_claude,s5,attribute,the blue bar is the tallest bar
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_12_intergenerational_indoor_scene_claude.png,v244_12_intergenerational_indoor_scene_claude.png,intergenerational_indoor_scene_claude,s7,attribute,the child wears a red hoodie
image-prompts/v245_qwen-image-lecture24/images/v245_05_data_visualization_chart_qwen.png,v245_05_data_visualization_chart_qwen.png,data_visualization_chart_qwen,s4,attribute,"the bars are colored yellow, blue, orange, red, brown, green in that order"
image-prompts/v243_pixart-sigma-lecture24/images/v243_15_single_character_cutout_claude.png,v243_15_single_character_cutout_claude.png,single_character_cutout_claude,s2,attribute,the woman has gray hair tied in a bun and wears round glasses
image-prompts/v243_pixart-sigma-lecture24/images/v243_08_historical_figure_portrait_qwen.png,v243_08_historical_figure_portrait_qwen.png,historical_figure_portrait_qwen,s4,spatial,"only the upper body is shown, facing slightly left"
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_00_structured_worksheet_template_claude.png,v244_00_structured_worksheet_template_claude.png,structured_worksheet_template_claude,s2,spatial,the boxes are arranged in two staggered rows
image-prompts/v245_qwen-image-lecture24/images/v245_22_geometric_shape_set_chatgpt.png,v245_22_geometric_shape_set_chatgpt.png,geometric_shape_set_chatgpt,s2,spatial,each shape has a blank answer line beneath it
image-prompts/v243_pixart-sigma-lecture24/images/v243_20_labeled_science_diagram_qwen.png,v243_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s2,spatial,straight leader lines point to each labeled part
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_23_geometric_shape_set_qwen.png,v244_23_geometric_shape_set_qwen.png,geometric_shape_set_qwen,s4,spatial,each shape has a blank line underneath for an answer
image-prompts/v245_qwen-image-lecture24/images/v245_13_intergenerational_indoor_scene_chatgpt.png,v245_13_intergenerational_indoor_scene_chatgpt.png,intergenerational_indoor_scene_chatgpt,s2,spatial,the child kneels in the foreground with their back to the viewer
image-prompts/v243_pixart-sigma-lecture24/images/v243_04_data_visualization_chart_chatgpt.png,v243_04_data_visualization_chart_chatgpt.png,data_visualization_chart_chatgpt,s7,spatial,blank answer lines are present
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_17_single_character_cutout_qwen.png,v244_17_single_character_cutout_qwen.png,single_character_cutout_qwen,s5,spatial,both hands guide the fabric under the needle
image-prompts/v245_qwen-image-lecture24/images/v245_10_multi_character_classroom_collaboration_chatgpt.png,v245_10_multi_character_classroom_collaboration_chatgpt.png,multi_character_classroom_collaboration_chatgpt,s4,spatial,a speech bubble appears above each student
image-prompts/v243_pixart-sigma-lecture24/images/v243_07_historical_figure_portrait_chatgpt.png,v243_07_historical_figure_portrait_chatgpt.png,historical_figure_portrait_chatgpt,s5,spatial,a flag appears on one side of the figure
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_02_structured_worksheet_template_qwen.png,v244_02_structured_worksheet_template_qwen.png,structured_worksheet_template_qwen,s2,spatial,the boxes are arranged in two staggered rows
image-prompts/v245_qwen-image-lecture24/images/v245_17_single_character_cutout_qwen.png,v245_17_single_character_cutout_qwen.png,single_character_cutout_qwen,s6,spatial,nothing is shown below the table
image-prompts/v243_pixart-sigma-lecture24/images/v243_15_single_character_cutout_claude.png,v243_15_single_character_cutout_claude.png,single_character_cutout_claude,s7,spatial,"only the upper body and table are shown, nothing below the table"
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_06_historical_figure_portrait_claude.png,v244_06_historical_figure_portrait_claude.png,historical_figure_portrait_claude,s2,spatial,only the upper body of the figure is shown
image-prompts/v245_qwen-image-lecture24/images/v245_04_data_visualization_chart_chatgpt.png,v245_04_data_visualization_chart_chatgpt.png,data_visualization_chart_chatgpt,s7,spatial,blank answer lines are present
image-prompts/v243_pixart-sigma-lecture24/images/v243_06_historical_figure_portrait_claude.png,v243_06_historical_figure_portrait_claude.png,historical_figure_portrait_claude,s7,spatial,a striped and starred flag hangs behind the figure's right shoulder
image-prompts/v243_pixart-sigma-lecture24/images/v243_11_multi_character_classroom_collaboration_qwen.png,v243_11_multi_character_classroom_collaboration_qwen.png,multi_character_classroom_collaboration_qwen,s5,text,the speech bubbles contain legible Korean text
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_23_geometric_shape_set_qwen.png,v244_23_geometric_shape_set_qwen.png,geometric_shape_set_qwen,s1,text,"a title reading something like ""UNIT 17 test"" appears at the top"
image-prompts/v245_qwen-image-lecture24/images/v245_09_multi_character_classroom_collaboration_claude.png,v245_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s9,text,no text appears in the image
image-prompts/v243_pixart-sigma-lecture24/images/v243_09_multi_character_classroom_collaboration_claude.png,v243_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s9,text,no text appears in the image
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_20_labeled_science_diagram_qwen.png,v244_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s4,text,labels for the cell parts are legible
image-prompts/v245_qwen-image-lecture24/images/v245_04_data_visualization_chart_chatgpt.png,v245_04_data_visualization_chart_chatgpt.png,data_visualization_chart_chatgpt,s4,text,a worksheet title is present
image-prompts/v243_pixart-sigma-lecture24/images/v243_18_labeled_science_diagram_claude.png,v243_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s10,text,"no text, letters, or arrows appear anywhere in the image"
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_03_data_visualization_chart_claude.png,v244_03_data_visualization_chart_claude.png,data_visualization_chart_claude,s9,text,"no numbers, labels, or text appear anywhere in the image"
image-prompts/v245_qwen-image-lecture24/images/v245_03_data_visualization_chart_claude.png,v245_03_data_visualization_chart_claude.png,data_visualization_chart_claude,s9,text,"no numbers, labels, or text appear anywhere in the image"
image-prompts/v243_pixart-sigma-lecture24/images/v243_04_data_visualization_chart_chatgpt.png,v243_04_data_visualization_chart_chatgpt.png,data_visualization_chart_chatgpt,s6,text,numbered comprehension questions are present
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_23_geometric_shape_set_qwen.png,v244_23_geometric_shape_set_qwen.png,geometric_shape_set_qwen,s5,text,a section for counting sides and corners is present
image-prompts/v245_qwen-image-lecture24/images/v245_21_geometric_shape_set_claude.png,v245_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s9,text,"no text, numbers, or shading appear in the image"
image-prompts/v243_pixart-sigma-lecture24/images/v243_22_geometric_shape_set_chatgpt.png,v243_22_geometric_shape_set_chatgpt.png,geometric_shape_set_chatgpt,s4,text,a section asks students to match shapes to real-world objects
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_22_geometric_shape_set_chatgpt.png,v244_22_geometric_shape_set_chatgpt.png,geometric_shape_set_chatgpt,s4,text,a section asks students to match shapes to real-world objects
image-prompts/v245_qwen-image-lecture24/images/v245_00_structured_worksheet_template_claude.png,v245_00_structured_worksheet_template_claude.png,structured_worksheet_template_claude,s9,text,no text or letters appear anywhere in the image
image-prompts/v243_pixart-sigma-lecture24/images/v243_20_labeled_science_diagram_qwen.png,v243_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s3,text,"a title reading ""Animal Cell"" (or equivalent) appears at the top"
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_05_data_visualization_chart_qwen.png,v244_05_data_visualization_chart_qwen.png,data_visualization_chart_qwen,s2,text,"a title reading something like ""bar graphs"" is present"
image-prompts/v245_qwen-image-lecture24/images/v245_19_labeled_science_diagram_chatgpt.png,v245_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s3,text,a worksheet title is present
image-prompts/v243_pixart-sigma-lecture24/images/v243_19_labeled_science_diagram_chatgpt.png,v243_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s4,text,short descriptions for each organelle are present
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_05_data_visualization_chart_qwen.png,v244_05_data_visualization_chart_qwen.png,data_visualization_chart_qwen,s5,text,the y-axis shows numbers from 1 to 12
image-prompts/v245_qwen-image-lecture24/images/v245_15_single_character_cutout_claude.png,v245_15_single_character_cutout_claude.png,single_character_cutout_claude,s9,text,no text appears in the image
image-prompts/v243_pixart-sigma-lecture24/images/v243_20_labeled_science_diagram_qwen.png,v243_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s6,text,no text appears other than the labels and title
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_02_structured_worksheet_template_qwen.png,v244_02_structured_worksheet_template_qwen.png,structured_worksheet_template_qwen,s9,text,no text or letters appear anywhere in the image
image-prompts/v243_pixart-sigma-lecture24/images/v243_07_historical_figure_portrait_chatgpt.png,v243_07_historical_figure_portrait_chatgpt.png,historical_figure_portrait_chatgpt,s8,style,the colors are soft/muted
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_21_geometric_shape_set_claude.png,v244_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s7,style,shapes have thin black outlines with no fill
image-prompts/v245_qwen-image-lecture24/images/v245_22_geometric_shape_set_chatgpt.png,v245_22_geometric_shape_set_chatgpt.png,geometric_shape_set_chatgpt,s5,style,outlines are black vector lines
image-prompts/v243_pixart-sigma-lecture24/images/v243_19_labeled_science_diagram_chatgpt.png,v243_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s6,style,outlines are black vector lines with grayscale fills
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_06_historical_figure_portrait_claude.png,v244_06_historical_figure_portrait_claude.png,historical_figure_portrait_claude,s9,style,the background is plain white
image-prompts/v245_qwen-image-lecture24/images/v245_13_intergenerational_indoor_scene_chatgpt.png,v245_13_intergenerational_indoor_scene_chatgpt.png,intergenerational_indoor_scene_chatgpt,s8,style,colors are soft pastel tones
image-prompts/v243_pixart-sigma-lecture24/images/v243_15_single_character_cutout_claude.png,v243_15_single_character_cutout_claude.png,single_character_cutout_claude,s8,style,"the background is a flat, solid pale blue rounded shape with no scenery"
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_16_single_character_cutout_chatgpt.png,v244_16_single_character_cutout_chatgpt.png,single_character_cutout_chatgpt,s4,style,"the background is a flat, solid-color shape with no scenery"
image-prompts/v245_qwen-image-lecture24/images/v245_22_geometric_shape_set_chatgpt.png,v245_22_geometric_shape_set_chatgpt.png,geometric_shape_set_chatgpt,s6,style,the overall layout resembles a clean printable worksheet
image-prompts/v243_pixart-sigma-lecture24/images/v243_20_labeled_science_diagram_qwen.png,v243_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s5,style,the background is white
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_19_labeled_science_diagram_chatgpt.png,v244_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s7,style,the background is white
image-prompts/v245_qwen-image-lecture24/images/v245_00_structured_worksheet_template_claude.png,v245_00_structured_worksheet_template_claude.png,structured_worksheet_template_claude,s10,style,"the outline strokes are as thick as a bold marker or pen, not a thin 1px hairline"
image-prompts/v243_pixart-sigma-lecture24/images/v243_16_single_character_cutout_chatgpt.png,v243_16_single_character_cutout_chatgpt.png,single_character_cutout_chatgpt,s4,style,"the background is a flat, solid-color shape with no scenery"
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_02_structured_worksheet_template_qwen.png,v244_02_structured_worksheet_template_qwen.png,structured_worksheet_template_qwen,s8,style,the outline strokes are colored solid black rather than gray or another color
image-prompts/v245_qwen-image-lecture24/images/v245_15_single_character_cutout_claude.png,v245_15_single_character_cutout_claude.png,single_character_cutout_claude,s8,style,"the background is a flat, solid pale blue rounded shape with no scenery"
image-prompts/v243_pixart-sigma-lecture24/images/v243_18_labeled_science_diagram_claude.png,v243_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s7,style,outlines are thin and black throughout
image-prompts/v244_flux2-klein-4b-nf4-lecture24/images/v244_09_multi_character_classroom_collaboration_claude.png,v244_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s8,style,the classroom background is simple and plain
image-prompts/v245_qwen-image-lecture24/images/v245_01_structured_worksheet_template_chatgpt.png,v245_01_structured_worksheet_template_chatgpt.png,structured_worksheet_template_chatgpt,s7,style,outlines are thick and black
image-prompts/v243_pixart-sigma-lecture24/images/v243_17_single_character_cutout_qwen.png,v243_17_single_character_cutout_qwen.png,single_character_cutout_qwen,s7,style,the background is a flat pale blue shape with no gradient
