image,prompt_id,item_id,type,verdict
v245_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s1,count,no
v243_15_single_character_cutout_claude.png,single_character_cutout_claude,s1,count,yes
v243_15_single_character_cutout_claude.png,single_character_cutout_claude,s2,attribute,yes
v243_15_single_character_cutout_claude.png,single_character_cutout_claude,s7,spatial,yes
v243_15_single_character_cutout_claude.png,single_character_cutout_claude,s8,style,yes
v244_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s1,count,no
v244_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s8,style,yes
v243_14_intergenerational_indoor_scene_qwen.png,intergenerational_indoor_scene_qwen,s1,count,no
v243_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s7,attribute,yes
v243_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s9,text,yes
v244_01_structured_worksheet_template_chatgpt.png,structured_worksheet_template_chatgpt,s4,attribute,unclear
v243_07_historical_figure_portrait_chatgpt.png,historical_figure_portrait_chatgpt,s4,attribute,yes
v243_07_historical_figure_portrait_chatgpt.png,historical_figure_portrait_chatgpt,s5,spatial,yes
v243_07_historical_figure_portrait_chatgpt.png,historical_figure_portrait_chatgpt,s8,style,yes
v244_17_single_character_cutout_qwen.png,single_character_cutout_qwen,s3,attribute,yes
v244_17_single_character_cutout_qwen.png,single_character_cutout_qwen,s5,spatial,yes
v245_13_intergenerational_indoor_scene_chatgpt.png,intergenerational_indoor_scene_chatgpt,s6,attribute,no
v245_13_intergenerational_indoor_scene_chatgpt.png,intergenerational_indoor_scene_chatgpt,s2,spatial,no
v245_13_intergenerational_indoor_scene_chatgpt.png,intergenerational_indoor_scene_chatgpt,s8,style,yes
v244_13_intergenerational_indoor_scene_chatgpt.png,intergenerational_indoor_scene_chatgpt,s3,attribute,yes
v243_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s3,attribute,no
v243_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s6,attribute,no
v244_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s3,attribute,no
v244_21_geometric_shape_set_claude.png,geometric_shape_set_claude,s7,style,yes
v245_14_intergenerational_indoor_scene_qwen.png,intergenerational_indoor_scene_qwen,s5,attribute,no
v244_12_intergenerational_indoor_scene_claude.png,intergenerational_indoor_scene_claude,s7,attribute,yes
v245_05_data_visualization_chart_qwen.png,data_visualization_chart_qwen,s4,attribute,no
v244_00_structured_worksheet_template_claude.png,structured_worksheet_template_claude,s2,spatial,yes
v245_22_geometric_shape_set_chatgpt.png,geometric_shape_set_chatgpt,s2,spatial,yes
v245_22_geometric_shape_set_chatgpt.png,geometric_shape_set_chatgpt,s5,style,yes
v245_22_geometric_shape_set_chatgpt.png,geometric_shape_set_chatgpt,s6,style,yes
v243_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s2,spatial,unclear
v243_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s3,text,no
v243_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s6,text,no
v243_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s5,style,no
v244_23_geometric_shape_set_qwen.png,geometric_shape_set_qwen,s4,spatial,no
v244_23_geometric_shape_set_qwen.png,geometric_shape_set_qwen,s1,text,yes
v244_23_geometric_shape_set_qwen.png,geometric_shape_set_qwen,s5,text,no
v243_04_data_visualization_chart_chatgpt.png,data_visualization_chart_chatgpt,s7,spatial,no
v243_04_data_visualization_chart_chatgpt.png,data_visualization_chart_chatgpt,s6,text,no
v245_10_multi_character_classroom_collaboration_chatgpt.png,multi_character_classroom_collaboration_chatgpt,s4,spatial,yes
v245_17_single_character_cutout_qwen.png,single_character_cutout_qwen,s6,spatial,yes
v244_06_historical_figure_portrait_claude.png,historical_figure_portrait_claude,s2,spatial,yes
v244_06_historical_figure_portrait_claude.png,historical_figure_portrait_claude,s9,style,yes
v245_04_data_visualization_chart_chatgpt.png,data_visualization_chart_chatgpt,s7,spatial,yes
v245_04_data_visualization_chart_chatgpt.png,data_visualization_chart_chatgpt,s4,text,yes
v243_06_historical_figure_portrait_claude.png,historical_figure_portrait_claude,s7,spatial,yes
v245_09_multi_character_classroom_collaboration_claude.png,multi_character_classroom_collaboration_claude,s9,text,yes
v244_20_labeled_science_diagram_qwen.png,labeled_science_diagram_qwen,s4,text,no
v243_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s10,text,yes
v243_18_labeled_science_diagram_claude.png,labeled_science_diagram_claude,s7,style,yes
v244_03_data_visualization_chart_claude.png,data_visualization_chart_claude,s9,text,yes
v244_22_geometric_shape_set_chatgpt.png,geometric_shape_set_chatgpt,s4,text,no
v245_00_structured_worksheet_template_claude.png,structured_worksheet_template_claude,s9,text,no
v245_00_structured_worksheet_template_claude.png,structured_worksheet_template_claude,s10,style,yes
v245_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s3,text,yes
v243_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s4,text,no
v243_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s6,style,no
v245_15_single_character_cutout_claude.png,single_character_cutout_claude,s9,text,no
v245_15_single_character_cutout_claude.png,single_character_cutout_claude,s8,style,no
v244_16_single_character_cutout_chatgpt.png,single_character_cutout_chatgpt,s4,style,no
v244_19_labeled_science_diagram_chatgpt.png,labeled_science_diagram_chatgpt,s7,style,no
v243_16_single_character_cutout_chatgpt.png,single_character_cutout_chatgpt,s4,style,yes
v245_01_structured_worksheet_template_chatgpt.png,structured_worksheet_template_chatgpt,s7,style,no
v243_17_single_character_cutout_qwen.png,single_character_cutout_qwen,s7,style,no
