run,model,item_id,axis,verdict,rationale,retried
v236_flux2-klein-4b-nf4,flux2-klein-4b-nf4,bench_v1_037,spatial,n/a,,False
v236_flux2-klein-4b-nf4,flux2-klein-4b-nf4,bench_v1_037,attribute,n/a,,False
v236_flux2-klein-4b-nf4,flux2-klein-4b-nf4,bench_v1_038,counting,n/a,,False
v236_flux2-klein-4b-nf4,flux2-klein-4b-nf4,bench_v1_038,spatial,n/a,,False
v236_flux2-klein-4b-nf4,flux2-klein-4b-nf4,bench_v1_038,attribute,n/a,,False
v236_flux2-klein-4b-nf4,flux2-klein-4b-nf4,bench_v1_039,counting,n/a,,False
v236_flux2-klein-4b-nf4,flux2-klein-4b-nf4,bench_v1_039,spatial,n/a,,False
v236_flux2-klein-4b-nf4,flux2-klein-4b-nf4,bench_v1_039,attribute,n/a,,False
v236_flux2-klein-4b-nf4,flux2-klein-4b-nf4,bench_v1_040,counting,n/a,,False
v236_flux2-klein-4b-nf4,flux2-klein-4b-nf4,bench_v1_040,spatial,pass,새싹은 큰 나무의 그늘 아래에 위치해 있다.,False
v236_flux2-klein-4b-nf4,flux2-klein-4b-nf4,bench_v1_040,attribute,n/a,,False
